...1,DOI,Title,trimmed_title,CombinedCites,CombinedAuthors,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,DOI_missing,CitationURL,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,Journal,row_id,JournalAbbr,ZoteroKey,PDFPath,primary_category,secondary_category,macro_micro_level,justification,Experimental,Causal_Inference,Descriptive_Correlational,Theoretical,Methodological,Review_Meta_analysis,Other
15,MISSING_DOI_a metaanalysis of the dark side of the american dr,A meta-analysis of the dark side of the American dream: Evidence for the universal wellness costs of prioritizing extrinsic over intrinsic goals.,A meta-analysis of the dark side of the American dream: Evidence for the univers,9,"EL Bradshaw, JH Conigrave, BA Steward…",2022,Journal of Personality …,psycnet.apa.org,https://psycnet.apa.org/record/2022-90266-001?trk=public_post_comment-text,"https://scholar.google.com/scholar?cites=3956555823580221437&as_sdt=2005&sciodt=0,5&hl=en",8,TRUE,NA,9,3,3,3,3,Self-determination theory holds that the intrinsic and extrinsic content of people's aspirations differentially affect their wellness. An evidence base spanning nearly 30 years indicates that …,NA,"https://scholar.google.com/scholar?q=related:_Y-ADo-C6DYJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",Journal of Personality and Social Psychology,15,JPSP,P4R2MCDV,/Users/haleylam/Zotero/storage/3MKUNSAT/Bradshaw et al. - 2023 - A meta-analysis of the dark side of the American dream Evidence for the universal wellness costs of.pdf,Review/Meta-analysis,Descriptive/Correlational,individual-level data,"The article is a systematic review and meta-analysis synthesizing findings from 92 reports (105 studies) with a total sample of 70,110 participants. It pools effect sizes linking intrinsic and extrinsic aspirations to well-being and ill-being, using multilevel meta-analytic structural equation modeling. The study does not involve manipulation of variables or causal inference methods but aggregates correlational data to evaluate associations and moderators, consistent with a Review/Meta-analysis. The data analyzed are individual-level psychological measures from multiple studies.",0,0,0,0,0,1,0
16,MISSING_DOI_a mixedmethods study of personality conceptions in,"A mixed-methods study of personality conceptions in the Levant: Jordan, Lebanon, Syria, and the West Bank.","A mixed-methods study of personality conceptions in the Levant: Jordan, Lebanon,",33,"P Zeinoun, L Daouk-Öyry, L Choueiri…",2017,Journal of Personality …,psycnet.apa.org,https://psycnet.apa.org/record/2017-25113-001,"https://scholar.google.com/scholar?cites=8309261987581000484&as_sdt=2005&sciodt=0,5&hl=en",76,TRUE,NA,33,4.125,11,3,8,"Personality taxonomies are investigated using either etic-style studies that test whether Western-developed models fit in a new culture, or emic-style studies that derive personality …",NA,"https://scholar.google.com/scholar?q=related:JPtr28BtUHMJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",Journal of Personality and Social Psychology,16,JPSP,BJGMINYE,/Users/haleylam/Zotero/storage/ZBZ9Z489/Zeinoun et al. - 2017 - A mixed-methods study of personality conceptions i.pdf,Descriptive/Correlational,Methodological,individual-level data,"The study primarily describes and explores personality constructs in the Arab Levant through qualitative analysis of vernacular descriptors and quantitative self-ratings without experimental manipulation or causal inference methods. It develops an indigenous personality inventory and compares it with an etic Big Five measure, focusing on psychometric validation and cross-cultural applicability, which aligns with descriptive/correlational research. Additionally, the study involves methodological development by creating and validating a new personality inventory based on emic data, justifying the secondary methodological classification.",0,0,1,0,0,0,0
17,MISSING_DOI_a motivational framework of social comparison,A motivational framework of social comparison.,A motivational framework of social comparison.,42,"K Diel, S Grelle, W Hofmann",2021,… Personality and Social Psychology,psycnet.apa.org,https://psycnet.apa.org/journals/psp/120/6/1415/,"https://scholar.google.com/scholar?cites=12435734993999156927&as_sdt=2005&sciodt=0,5&hl=en",22,TRUE,NA,42,10.5,14,3,4,Whether people's current motivation levels increase or decline also hinge on their social environment. The current research tightly integrates motivational principles from self …,NA,"https://scholar.google.com/scholar?q=related:v9Y29hablKwJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021",Journal of Personality and Social Psychology,17,JPSP,XTHDSNC2,/Users/haleylam/Zotero/storage/XZRTMJWE/Diel et al. - 2021 - A motivational framework of social comparison.pdf,Descriptive/Correlational,NA,individual-level data,"The study uses a large-scale preregistered experience sampling design to observe naturally occurring social comparison processes and their associations with motivational and emotional outcomes in daily life. It employs multilevel modeling to analyze relationships between variables such as comparison direction, motivational states (pushing, coasting, disengagement), and emotional states (self-esteem, pride, guilt) without manipulating variables or using causal inference methods like diff-in-diffs or IV. The focus is on describing and predicting relationships in observational data rather than establishing causality or testing new methods.",0,0,1,0,0,0,0
19,MISSING_DOI_a new perspective on the social functions of emoti,A new perspective on the social functions of emotions: Gratitude and the witnessing effect.,A new perspective on the social functions of emotions: Gratitude and the witness,87,"SB Algoe, PC Dwyer, A Younge…",2020,Journal of Personality and …,psycnet.apa.org,https://psycnet.apa.org/record/2019-46223-001,"https://scholar.google.com/scholar?cites=16582499654265642653&as_sdt=2005&sciodt=0,5&hl=en",26,TRUE,NA,87,17.4,29,3,5,We propose a novel theoretical and empirical approach to studying group-level social functions of emotions and use it to make new predictions about social consequences of …,https://oveislab.com/s/algoedwyeryoungeoveis2020.pdf,"https://scholar.google.com/scholar?q=related:nZ6K5JPfIOYJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",Journal of Personality and Social Psychology,19,JPSP,YE3JA2GP,/Users/haleylam/Zotero/storage/PGFZNZX8/Algoe et al. - 2020 - A new perspective on the social functions of emoti.pdf,Experimental,NA,individual-level data,"The article reports on eight experiments (N=1,817) manipulating the expression of gratitude and measuring third-party witnesses' helping and affiliative behaviors. The design involves random assignment to gratitude expression or control conditions, with behavioral outcomes such as spontaneous helping and affiliation measured. The use of experimental manipulations and behavioral measures with individual participants classifies this as Experimental research.",1,0,0,0,0,0,0
20,MISSING_DOI_a new way to look at the data similarities between,A new way to look at the data: Similarities between groups of people are large and important.,A new way to look at the data: Similarities between groups of people are large a,83,"PHP Hanel, GR Maio…",2019,Journal of personality and …,psycnet.apa.org,https://psycnet.apa.org/record/2018-66320-001,"https://scholar.google.com/scholar?cites=11436438623312251648&as_sdt=2005&sciodt=0,5&hl=en",21,TRUE,NA,83,13.833333333333334,41.5,2,6,"Most published research focuses on describing differences, while neglecting similarities that are arguably at least as interesting and important. In Study 1, we modified and extended …",https://psycnet.apa.org/journals/psp/116/4/541.pdf,"https://scholar.google.com/scholar?q=related:AIsVxlVktp4J:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019",Journal of Personality and Social Psychology,20,JPSP,4H4U396T,/Users/haleylam/Zotero/storage/9WC7TYU7/Hanel et al. - 2019 - A new way to look at the data Similarities between groups of people are large and important.pdf,Descriptive/Correlational,Methodological,individual-level data,"The article analyzes large-scale survey data (e.g., World Values Survey) to describe similarities and differences between groups across multiple social categories using descriptive statistics and novel similarity indices (PCR, AE). It does not manipulate variables or use causal inference methods but develops and applies new methodological measures for quantifying similarity, thus fitting Descriptive/Correlational as primary and Methodological as secondary. The data are individual-level survey responses from multiple countries.",0,0,1,0,0,0,0
21,MISSING_DOI_a propensityscore matched study of changes in lone,A propensity-score matched study of changes in loneliness surrounding major life events.,A propensity-score matched study of changes in loneliness surrounding major life,32,"S Buecker, JJA Denissen…",2021,Journal of Personality and …,psycnet.apa.org,https://psycnet.apa.org/journals/psp/121/3/669/,"https://scholar.google.com/scholar?cites=10078998836042932944&as_sdt=2005&sciodt=0,5&hl=en",72,TRUE,NA,32,8,16,2,4,"Major life events are often discussed as triggers of loneliness. However, longitudinal studies with frequent assessments investigating changes in loneliness surrounding major life events …",https://psyarxiv.com/8sbzy/download?format=pdf,"https://scholar.google.com/scholar?q=related:0CLqYQrM34sJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021",Journal of Personality and Social Psychology,21,JPSP,ADJI4Q2U,/Users/haleylam/Zotero/storage/VHEG6KZU/Buecker et al. - 2021 - A propensity-score matched study of changes in lon.pdf,Causal Inference,Descriptive/Correlational,individual-level data,"The study uses propensity-score matching (PSM), a causal inference method, to compare individuals experiencing major life events with matched controls who did not experience these events. The longitudinal design with repeated measures of loneliness before, during, and after events, combined with mixed-effects modeling, allows for estimation of changes attributable to the events while controlling for confounders. Although the study also describes trajectories and associations (descriptive/correlational), the use of PSM and matched control groups to infer event-related changes justifies classification as Causal Inference.",0,1,0,0,0,0,0
22,MISSING_DOI_a social network perspective on the bamboo ceiling,A social network perspective on the Bamboo Ceiling: Ethnic homophily explains why East Asians but not South Asians are underrepresented in leadership in …,A social network perspective on the Bamboo Ceiling: Ethnic homophily explains wh,15,JG Lu,2022,Journal of Personality and Social Psychology,psycnet.apa.org,https://psycnet.apa.org/record/2022-06529-001,"https://scholar.google.com/scholar?cites=2362159166966129879&as_sdt=2005&sciodt=0,5&hl=en",37,TRUE,NA,15,5,15,1,3,"Abstract In the United States, Asians appear disproportionately underrepresented in leadership roles, a puzzling phenomenon known as the “Bamboo Ceiling”(Hyun, 2005; Lu et …",https://www.choice360.org/wp-content/uploads/2022/11/ASocialNetworkPerspectiveontheBambooCeilingJPSP.pdf,"https://scholar.google.com/scholar?q=related:1-TyQT8TyCAJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",Journal of Personality and Social Psychology,22,JPSP,U5QBYEYV,/Users/haleylam/Zotero/storage/VRMQCV5L/Lu - 2022 - A social network perspective on the Bamboo Ceiling.pdf,Causal Inference,Descriptive/Correlational,individual-level data,"The article uses non-experimental methods including social network analysis and multilevel regression models to examine the causal mechanism of ethnic homophily on leadership emergence among East Asians versus other ethnic groups. The study employs mediation analysis to test indirect effects, consistent with causal inference approaches. The data are individual-level, collected from surveys and peer nominations of MBA and JD students. While the study is observational, it uses advanced statistical methods to infer causal relationships rather than merely describing correlations.",0,1,0,0,0,0,0
23,MISSING_DOI_a sociocultural norm perspective on big five predi,A sociocultural norm perspective on Big Five prediction.,A sociocultural norm perspective on Big Five prediction.,13,"J Eck, JE Gebauer",2022,Journal of Personality and Social Psychology,psycnet.apa.org,https://psycnet.apa.org/record/2021-85088-001,"https://scholar.google.com/scholar?cites=12198632105177911572&as_sdt=2005&sciodt=0,5&hl=en",53,TRUE,NA,13,4.333333333333333,6.5,2,3,"Abstract The Big Five predict numerous preferences, decisions, and behaviors—but why? To help answer this key question, the present research develops the sociocultural norm …",NA,"https://scholar.google.com/scholar?q=related:FBHOvkQ_SqkJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",Journal of Personality and Social Psychology,23,JPSP,UT76UMUQ,/Users/haleylam/Zotero/storage/IEGE8RAB/Eck and Gebauer - 2022 - A sociocultural norm perspective on Big Five predi.pdf,Experimental,NA,individual-level data,"The article reports three large-scale experiments (Ntotal = 7,404) using a novel experimental paradigm (the minimal norm paradigm) that manipulates sociocultural norms to test their causal role in Big Five personality prediction. The design involves random assignment of participants to different norm conditions and measures individual-level preferences as outcomes. The use of experimental manipulation of sociocultural norms and randomization clearly classifies this research as Experimental. The data are individual-level, collected from participants' responses to stimuli under manipulated conditions. The study does not rely on causal inference methods like diff-in-diffs or IV, nor is it descriptive only, theoretical, methodological, or a review/meta-analysis.",1,0,0,0,0,0,0
24,MISSING_DOI_a spontaneous stereotype content model taxonomy pr,"A spontaneous stereotype content model: Taxonomy, properties, and prediction.","A spontaneous stereotype content model: Taxonomy, properties, and prediction.",13,"G Nicolas, X Bai, ST Fiske",2022,… of personality and social psychology,psycnet.apa.org,https://psycnet.apa.org/record/2022-58552-001,"https://scholar.google.com/scholar?cites=11898747631976448737&as_sdt=2005&sciodt=0,5&hl=en",43,TRUE,NA,13,4.333333333333333,4.333333333333333,3,3,"The spontaneous stereotype content model (SSCM) describes a comprehensive taxonomy, with associated properties and predictive value, of social-group beliefs that perceivers report …",https://www.nicolaslab.org/publication/sscm/SSCM.pdf,"https://scholar.google.com/scholar?q=related:4QL60-3XIKUJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",Journal of Personality and Social Psychology,24,JPSP,5SYY4MKF,"/Users/haleylam/Zotero/storage/VSIRSDFB/Nicolas et al. - 2022 - A spontaneous stereotype content model Taxonomy, .pdf",Descriptive/Correlational,Methodological,individual-level data,"The article primarily describes spontaneous stereotype content using open-ended responses and natural language processing methods without experimental manipulation or causal inference techniques. It employs cluster analysis, dictionary coding, and word embeddings to characterize dimensions of stereotype content and their properties such as prevalence, valence, direction, and accessibility. The study also evaluates the predictive value of spontaneous stereotypes on attitudes, indicating correlational analyses. Additionally, the research develops and validates methodological tools (e.g., stereotype content dictionaries, dimension embeddings) for coding and analyzing text data, which supports a secondary methodological classification. The data are individual-level, collected from participants' responses to social group prompts.",0,0,1,0,0,0,0
25,MISSING_DOI_a threatening opportunity the prospect of conversa,A threatening opportunity: The prospect of conversations about race-related experiences between Black and White friends.,A threatening opportunity: The prospect of conversations about race-related expe,16,"KL Sanchez, DA Kalkstein…",2022,Journal of personality and …,psycnet.apa.org,https://psycnet.apa.org/journals/psp/122/5/853/,"https://scholar.google.com/scholar?cites=17806771102021678038&as_sdt=2005&sciodt=0,5&hl=en",33,TRUE,NA,16,5.333333333333333,8,2,3,"Similarities are foundational to building and maintaining friendships, but for cross-race friends, differences in experiences related to race are also inevitable. Little is known about …",https://www.kiarasanchez.com/files/SanchezKalksteinWalton_2021.pdf,"https://scholar.google.com/scholar?q=related:1nOxFPlbHvcJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",Journal of Personality and Social Psychology,25,JPSP,3W46V7MR,/Users/haleylam/Zotero/storage/XIC9XQLE/Sanchez et al. - 2022 - A threatening opportunity The prospect of convers.pdf,Experimental,NA,individual-level data,"The article reports on a series of five empirical studies involving manipulation of variables and experimental conditions, such as assigning participants to imagine conversations about race-related experiences with Black or White friends, and measuring outcomes like willingness to disclose, comfort, and perceived benefits and risks. The studies include randomized assignments (e.g., Study 3's race-related vs. nonrace-related disclosure conditions) and controlled survey experiments with individual-level data. The research design involves direct manipulation and measurement of psychological and interpersonal variables, consistent with the definition of Experimental research.",1,0,0,0,0,0,0
28,MISSING_DOI_access is not enough cultural mismatch persists to,Access is not enough: Cultural mismatch persists to limit first-generation students' opportunities for achievement throughout college.,Access is not enough: Cultural mismatch persists to limit first-generation stude,208,"LT Phillips, NM Stephens, SSM Townsend…",2020,Journal of Personality …,psycnet.apa.org,https://psycnet.apa.org/journals/psp/119/5/1112/,"https://scholar.google.com/scholar?cites=7700350892605640608&as_sdt=2005&sciodt=0,5&hl=en",7,TRUE,NA,208,41.6,69.33333333333333,3,5,"United States higher education prioritizes independence as the cultural ideal. As a result, first-generation students (neither parent has a four-year degree) often confront an initial …",https://www.researchgate.net/profile/Sebastien-Goudeau-2/publication/339543761_Access_is_not_enough_Cultural_mismatch_persists_to_limit_first-generation_students'_opportunities_for_achievement_throughout_college/links/5e5d8e394585152ce80111de/Access-is-not-enough-Cultural-mismatch-persists-to-limit-first-generation-students-opportunities-for-achievement-throughout-college.pdf,"https://scholar.google.com/scholar?q=related:oA-fr1Yk3WoJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",Journal of Personality and Social Psychology,28,JPSP,K2IAMQWY,/Users/haleylam/Zotero/storage/MMV9U7A3/Phillips et al. - 2020 - Access is not enough Cultural mismatch persists t.pdf,Descriptive/Correlational,NA,individual-level data,"The study uses cross-sectional and longitudinal survey data to describe and examine relationships between social class background, cultural norms (interdependent and independent motives), subjective sense of fit, and academic/social outcomes (GPA, subjective social status) among first-generation and continuing-generation college students. The research does not involve manipulation of variables or employ causal inference methods such as diff-in-diffs, IV, or regression discontinuity. Instead, it primarily describes patterns and associations over time, using regression and structural equation modeling to test hypothesized relationships without establishing causality.",0,0,1,0,0,0,0
29,MISSING_DOI_accuracy and bias in perceptions of racial attitud,Accuracy and bias in perceptions of racial attitudes: Implications for interracial relationships.,Accuracy and bias in perceptions of racial attitudes: Implications for interraci,17,"EP Lemay Jr, N Teneva",2020,… of Personality and Social Psychology,psycnet.apa.org,https://psycnet.apa.org/record/2020-12706-001,"https://scholar.google.com/scholar?cites=4410356295502357981&as_sdt=2005&sciodt=0,5&hl=en",100,TRUE,NA,17,3.4,8.5,2,5,The current research examined accuracy and bias in racial metaperceptions—perceptions of others' attitudes toward one's racial group—within the context of interracial relationships …,NA,"https://scholar.google.com/scholar?q=related:3WVTBq-7ND0J:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",Journal of Personality and Social Psychology,29,JPSP,SKV9Y7YK,/Users/haleylam/Zotero/storage/ZS3FXZHP/Lemay and Teneva - 2020 - Accuracy and bias in perceptions of racial attitud.pdf,Descriptive/Correlational,NA,individual-level data,"The article reports on two dyadic studies examining accuracy and bias in racial metaperceptions within interracial relationships using self-report measures and structural equation modeling. The research describes relationships between variables such as racial attitudes, stigma consciousness, and relationship quality without manipulating variables or employing causal inference methods like diff-in-diffs, IV, or regression discontinuity. The analyses focus on associations, indirect effects, and multilevel modeling of longitudinal data to describe and predict relationships between constructs, consistent with descriptive/correlational research.",0,0,1,0,0,0,0
30,MISSING_DOI_achievement is not classneutral working together b,Achievement is not class-neutral: Working together benefits people from working-class contexts.,Achievement is not class-neutral: Working together benefits people from working-,64,"AG Dittmann, NM Stephens…",2020,… of Personality and Social …,psycnet.apa.org,https://psycnet.apa.org/journals/psp/119/3/517/,"https://scholar.google.com/scholar?cites=5898581424375063849&as_sdt=2005&sciodt=0,5&hl=en",28,TRUE,NA,64,12.8,32,2,5,"Previous research has documented that people from working-class contexts have fewer skills linked to academic success than their middle-class counterparts (eg, worse problem …",https://www.nicolemstephens.com/uploads/3/9/5/9/39596235/dittmann_stephens_townsend_-_2020_jpsp_-_achievement_is_not_class-neutral.pdf,"https://scholar.google.com/scholar?q=related:KeWXro3421EJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",Journal of Personality and Social Psychology,30,JPSP,MKPZE5T4,/Users/haleylam/Zotero/storage/RRL2M8A9/Dittmann et al. - 2020 - Achievement is not class-neutral Working together.pdf,Experimental,Descriptive/Correlational,individual-level data,"The article reports on four studies including archival data analyses and controlled experiments (online and lab) that manipulate whether participants work individually or together, testing causal effects of working together on fit and performance for people from working-class contexts. The presence of experimental manipulations (e.g., assigning participants to work individually vs. in groups) and mediation analyses supports classification as Experimental research. The use of archival data and regression analyses to describe relationships without causal claims justifies Descriptive/Correlational as a secondary category. The data analyzed are individual-level (student grades, survey responses, experimental task performance).",1,0,0,0,0,0,0
31,MISSING_DOI_acquiring group bias observing other peoples nonve,Acquiring group bias: Observing other people's nonverbal signals can create social group biases.,Acquiring group bias: Observing other people's nonverbal signals can create soci,58,"AL Skinner, KR Olson, AN Meltzoff",2020,Journal of personality and …,psycnet.apa.org,https://psycnet.apa.org/record/2019-54597-001,"https://scholar.google.com/scholar?cites=13128870893636884157&as_sdt=2005&sciodt=0,5&hl=en",30,TRUE,NA,58,11.6,19.333333333333332,3,5,"Evidence of group bias based on race, ethnicity, nationality, and language emerges early in the life span. Although understanding the initial acquisition of group bias has critical …",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8276637/,"https://scholar.google.com/scholar?q=related:vRYxnYQeM7YJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",Journal of Personality and Social Psychology,31,JPSP,7QP2VCEK,/Users/haleylam/Zotero/storage/CLDZW4FP/Skinner et al. - 2020 - Acquiring group bias Observing other people’s non.pdf,Experimental,NA,individual-level data,"The article reports on two preregistered experiments involving preschool children exposed to manipulated nonverbal signals (positive vs. negative) directed toward individuals from novel social groups. The researchers experimentally manipulated the nonverbal signals and measured children's subsequent social preferences, imitation, and behavioral intentions toward individuals and groups, demonstrating causal effects of observational learning on group bias acquisition. The use of random assignment to conditions, controlled stimuli, and direct behavioral measures confirms this as experimental research using individual-level data.",1,0,0,0,0,0,0
32,MISSING_DOI_act boldly important life decisions courage and th,"Act boldly: Important life decisions, courage, and the motivated pursuit of risk.","Act boldly: Important life decisions, courage, and the motivated pursuit of risk",17,"D Gal, DD Rucker",2021,Journal of personality and social psychology,psycnet.apa.org,https://psycnet.apa.org/journals/psp/120/6/1607/,"https://scholar.google.com/scholar?cites=15463013798095949413&as_sdt=2005&sciodt=0,5&hl=en",82,TRUE,NA,17,4.25,8.5,2,4,"How do people respond to risk in important life decisions? For example, when presented with the opportunity to leave one's job to start a business—a risky proposition for most—or to …",NA,"https://scholar.google.com/scholar?q=related:ZQ55cB-pl9YJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021",Journal of Personality and Social Psychology,32,JPSP,XZ275CKE,"/Users/haleylam/Zotero/storage/F6GRJB6C/Gal and Rucker - 2021 - Act boldly Important life decisions, courage, and.pdf",Experimental,NA,individual-level data,"The article reports on seven experiments manipulating variables such as the motivation to be courageous, decision importance, and agency, and measuring their effects on participants' choices between risky and safe options. The study involves random assignment to experimental conditions, direct manipulation of psychological constructs, and measurement of behavioral outcomes at the individual level, consistent with an experimental research design.",1,0,0,0,0,0,0
