...1,DOI,Title,trimmed_title,CombinedCites,CombinedAuthors,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,DOI_missing,CitationURL,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,Journal,row_id,ZoteroKey,PDFPath
2121,10.1177/01461672211021211,When polarization triggers out-group “counter-projection” across the political divide,when polarization triggers outgroup counterproject,15,"KR Denning, SD Hodges",2022,… and Social Psychology Bulletin,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/01461672211021211,"https://scholar.google.com/scholar?cites=1930948037869038130&as_sdt=2005&sciodt=0,5&hl=en",45,FALSE,NA,15,15,8,2,1,"Although projecting one's own characteristics onto another person is pervasive,“counter-projection,” or seeing the opposite of oneself in others is also sometimes found, with …",NA,"https://scholar.google.com/scholar?q=related:MurrhAIbzBoJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",PSPB,2121,IFQVYN2A,/Users/haleylam/Zotero/storage/8GGYNUE7/Denning and Hodges - 2022 - When Polarization Triggers Out-Group “Counter-Proj.pdf
2122,10.1177/01461672211021310,Proscriptive injunctions can elicit greater reactance and lower legitimacy perceptions than prescriptive injunctions,proscriptive injunctions can elicit greater reacta,2,"L Pavey, S Churchill, P Sparks",2022,… Social Psychology Bulletin,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/01461672211021310,"https://scholar.google.com/scholar?cites=5442286283222979614&as_sdt=2005&sciodt=0,5&hl=en",149,FALSE,NA,2,2,1,3,1,Based on previous research investigating proscriptive injunctions (requesting that one should not do something) versus prescriptive injunctions (requesting that one should do …,https://journals.sagepub.com/doi/pdf/10.1177/01461672211021310,"https://scholar.google.com/scholar?q=related:HpR8RYrihksJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",PSPB,2122,8THS2BH8,/Users/haleylam/Zotero/storage/YKZSGMIN/Pavey et al. - 2022 - Proscriptive Injunctions Can Elicit Greater Reacta.pdf
2123,10.1177/01461672211023648,Beyond aesthetic judgment: Beauty increases moral standing through perceptions of purity,beyond aesthetic judgment beauty increases moral s,20,"C Klebl, Y Luo, B Bastian",2022,… and Social Psychology Bulletin,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/01461672211023648,"https://scholar.google.com/scholar?cites=5890987524719553975&as_sdt=2005&sciodt=0,5&hl=en",34,FALSE,NA,20,20,7,3,1,"Researchers have tended to focus on mind perception as integral to judgments of moral standing, yet a smaller body of evidence suggests that beauty may also be an important …",NA,"https://scholar.google.com/scholar?q=related:t60qI_H9wFEJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",PSPB,2123,4KCEFYR7,/Users/haleylam/Zotero/storage/AQUANJY9/Klebl et al. - 2022 - Beyond Aesthetic Judgment Beauty Increases Moral .pdf
2124,10.1177/01461672211023652,"Beliefs about COVID-19 in Canada, the United Kingdom, and the United States: A novel test of political polarization and motivated reasoning",beliefs about covid19 in canada the united kingdom,175,"G Pennycook, J McPhetres, B Bago…",2022,… Psychology Bulletin,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/01461672211023652,"https://scholar.google.com/scholar?cites=3099649289794022051&as_sdt=2005&sciodt=0,5&hl=en",1,FALSE,NA,175,175,44,4,1,What are the psychological consequences of the increasingly politicized nature of the COVID-19 pandemic in the United States relative to similar Western countries? In a two …,https://journals.sagepub.com/doi/pdf/10.1177/01461672211023652,"https://scholar.google.com/scholar?q=related:o-p2PpsqBCsJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",PSPB,2124,DL88YAXK,"/Users/haleylam/Zotero/storage/LFIRHFTU/Pennycook et al. - 2022 - Beliefs About COVID-19 in Canada, the United Kingd.pdf"
2125,10.1177/01461672211024115,Americans misperceive racial disparities in economic mobility,americans misperceive racial disparities in econom,18,"S Davidai, J Walker",2022,Personality and Social Psychology …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/01461672211024115,"https://scholar.google.com/scholar?cites=204158689876617696&as_sdt=2005&sciodt=0,5&hl=en",40,FALSE,NA,18,18,9,2,1,"What do people know about racial disparities in “The American Dream”? Across six studies (N= 1,761), we find that American participants consistently underestimate the Black–White …",NA,"https://scholar.google.com/scholar?q=related:4KnnKz9R1QIJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",PSPB,2125,RSH9QR7W,/Users/haleylam/Zotero/storage/9SV7H9DE/Davidai and Walker - 2022 - Americans Misperceive Racial Disparities in Econom.pdf
2126,10.1177/01461672211024118,"Knowledge about individuals' interracial friendships is systematically associated with mental representations of race, traits, and group solidarity",knowledge about individuals interracial friendship,2,"JR Kunst, IN Onyeador…",2022,… Social Psychology Bulletin,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/01461672211024118,"https://scholar.google.com/scholar?cites=5460555965117155085&as_sdt=2005&sciodt=0,5&hl=en",161,FALSE,NA,2,2,1,3,1,Individuals with other-race friends are perceived to identify less strongly with their racial in-group than are individuals with same-race friends. Using the reverse-correlation technique …,https://journals.sagepub.com/doi/pdf/10.1177/01461672211024118,"https://scholar.google.com/scholar?q=related:DcfyELjKx0sJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",PSPB,2126,HDIHYF8A,/Users/haleylam/Zotero/storage/BVC6HIT6/Kunst et al. - Knowledge About Individuals’ Interracial Friendshi.pdf
2127,10.1177/01461672211024121,Examining automatic stereotyping from a propositional perspective: Is automatic stereotyping sensitive to relational and validity information?,examining automatic stereotyping from a propositio,4,"T Moran, J Cummins…",2022,… Social Psychology Bulletin,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/01461672211024121,"https://scholar.google.com/scholar?cites=12428714028429559076&as_sdt=2005&sciodt=0,5&hl=en",125,FALSE,NA,4,4,1,3,1,Research on automatic stereotyping is dominated by the idea that automatic stereotyping reflects the activation of (group–trait) associations. In two preregistered experiments (total …,https://biblio.ugent.be/publication/8708558/file/8708561,"https://scholar.google.com/scholar?q=related:JEV1B4-pe6wJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",PSPB,2127,RPXVY6IC,/Users/haleylam/Zotero/storage/XWHI9PRT/Moran et al. - Examining Automatic Stereotyping From a Propositio.pdf
2128,10.1177/01461672211024422,Does respect foster tolerance?(Re) analyzing and synthesizing data from a large research project using meta-analytic techniques,does respect foster tolerancere analyzing and synt,15,"S Zitzmann, L Loreth, KM Reininger…; S Zitzmann, L Loreth, KM Reininger, B Simon",2022,… and Social Psychology …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/01461672211024422,"https://scholar.google.com/scholar?cites=9928174933385453340&as_sdt=2005&sciodt=0,5&hl=en",83,FALSE,NA,14,14,4,4,2,Our own prior research has demonstrated that respect for disapproved others predicts and might foster tolerance toward them. This means that without giving up their disapproval of …,https://journals.sagepub.com/doi/pdf/10.1177/01461672211024422,"https://scholar.google.com/scholar?q=related:HJ9gDID2x4kJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",PSPB,2128,HMFSN4DQ,/Users/haleylam/Zotero/storage/J64CE67B/Zitzmann et al. - 2022 - Does Respect Foster Tolerance (Re)analyzing and S.pdf
2129,10.1177/01461672211024463,Does cross-race contact improve cross-race face perception? A meta-analysis of the cross-race deficit and contact,does crossrace contact improve crossrace face perc,27,"B Singh, C Mellinger, HA Earls, J Tran…",2022,… Psychology Bulletin,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/01461672211024463,"https://scholar.google.com/scholar?cites=12312316517736582520&as_sdt=2005&sciodt=0,5&hl=en",6,FALSE,NA,27,27,5,5,1,"Contact with racial outgroups is thought to reduce the cross-race recognition deficit (CRD), the tendency for people to recognize same-race (ie, ingroup) faces more accurately than …",https://par.nsf.gov/servlets/purl/10256897,"https://scholar.google.com/scholar?q=related:eA3dsaMi3qoJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",PSPB,2129,WTYUT65Y,/Users/haleylam/Zotero/storage/C6YG6VQ9/Singh et al. - 2022 - Does Cross-Race Contact Improve Cross-Race Face Pe.pdf
2130,10.1177/01461672211024889,"How does nostalgia conduce to global self-continuity? The roles of identity narrative, associative links, and stability",how does nostalgia conduce to global selfcontinuit,18,"EK Hong, C Sedikides…",2022,… and Social Psychology …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/01461672211024889,"https://scholar.google.com/scholar?cites=17403584674749635215&as_sdt=2005&sciodt=0,5&hl=en",18,FALSE,NA,18,18,6,3,1,"In five studies (N= 1,074), we examined the relation—both correlational and causal—between nostalgia, a sentimental longing for one's past, and global self-continuity (GSC), a …",https://journals.sagepub.com/doi/pdf/10.1177/01461672211024889,"https://scholar.google.com/scholar?q=related:j1ritA30hfEJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",PSPB,2130,4HM8XXZL,/Users/haleylam/Zotero/storage/NWKKKGQE/Hong et al. - 2022 - How Does Nostalgia Conduce to Global Self-Continui.pdf
2131,10.1177/01461672211025202,Body image projection bias in heterosexual romantic relationships: A dyadic investigation,body image projection bias in heterosexual romanti,7,"A Hockey, CL Donovan…",2022,… Psychology Bulletin,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/01461672211025202,"https://scholar.google.com/scholar?cites=7639102632603698897&as_sdt=2005&sciodt=0,5&hl=en",99,FALSE,NA,7,7,2,3,1,"Guided by projection bias perspectives, this article sought to advance understanding of the associations between body image and relationship and sexual satisfaction within …",NA,"https://scholar.google.com/scholar?q=related:0UYY416LA2oJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",PSPB,2131,PUB2EBJN,/Users/haleylam/Zotero/storage/LB948NZZ/Hockey et al. - 2022 - Body Image Projection Bias in Heterosexual Romanti.pdf
2132,10.1177/01461672211025206,Parsing the Mechanisms Underlying Ingroup Facial Resemblance,parsing the mechanisms underlying ingroup facial r,1,"RT Bjornsdottir, E Hehman…",2022,… Psychology Bulletin,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/01461672211025206,"https://scholar.google.com/scholar?cites=3841285225151487418&as_sdt=2005&sciodt=0,5&hl=en",156,FALSE,NA,1,1,0,3,1,"People prefer to form relationships with people like themselves—a tendency that extends even to facial appearance, resulting in groups whose members look alike. Here, we …",https://journals.sagepub.com/doi/full/10.1177/01461672211025206,"https://scholar.google.com/scholar?q=related:ul0cbo_8TjUJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",PSPB,2132,QKWX28SN,/Users/haleylam/Zotero/storage/JW8PIIJ9/Bjornsdottir et al. - 2022 - Parsing the Mechanisms Underlying Ingroup Facial R.pdf
2133,10.1177/01461672211025423,A cross-cultural investigation of metamotivational beliefs about regulatory focus task-motivation fit,a crosscultural investigation of metamotivational,3,"T Nguyen, T Togawa, AA Scholer…",2022,… Psychology Bulletin,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/01461672211025423,"https://scholar.google.com/scholar?cites=17254874124767944327&as_sdt=2005&sciodt=0,5&hl=en",109,FALSE,NA,3,3,1,4,1,"Recent metamotivation research revealed that Westerners recognize that promotion versus prevention motivations benefit performance on eager versus vigilant tasks, respectively; that …",https://journals.sagepub.com/doi/pdf/10.1177/01461672211025423,"https://scholar.google.com/scholar?q=related:h17fopigde8J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",PSPB,2133,4NL6EHHR,/Users/haleylam/Zotero/storage/STLPMDTW/Nguyen et al. - 2022 - A Cross-Cultural Investigation of Metamotivational.pdf
2134,10.1177/01461672211025433,Moral judgments of COVID-19 social distancing violations: The roles of perceived harm and impurity,moral judgments of covid19 social distancing viola,13,"DL Rosenfeld, AJ Tomiyama",2022,… Social Psychology Bulletin,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/01461672211025433,"https://scholar.google.com/scholar?cites=5142642494086063469&as_sdt=2005&sciodt=0,5&hl=en",25,FALSE,NA,13,13,7,2,1,Can perceptions of impurity uniquely explain moral judgment? Or is moral judgment reducible to perceptions of harm? Whereas some perspectives posit that purity violations …,https://journals.sagepub.com/doi/pdf/10.1177/01461672211025433,"https://scholar.google.com/scholar?q=related:bSXU-hlWXkcJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",PSPB,2134,IY4JMVPB,/Users/haleylam/Zotero/storage/LQZUNPMZ/Rosenfeld and Tomiyama - 2022 - Moral Judgments of COVID-19 Social Distancing Viol.pdf
2135,10.1177/01461672211025945,"Thanks, but no thanks: Unpacking the relationship between relative power and gratitude",thanks but no thanks unpacking the relationship be,10,"EM Anicich, AJ Lee, S Liu",2022,… and Social Psychology Bulletin,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/01461672211025945,"https://scholar.google.com/scholar?cites=535839453741174881&as_sdt=2005&sciodt=0,5&hl=en",74,FALSE,NA,10,10,3,3,1,"Power and gratitude are universal features of social life and impact a wide range of intra-and interpersonal outcomes. Drawing on the social distance theory of power, we report four …",NA,"https://scholar.google.com/scholar?q=related:YdDh6CSvbwcJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",PSPB,2135,DQ7QS4FQ,"/Users/haleylam/Zotero/storage/MWY5G4I9/Anicich et al. - 2022 - Thanks, but No Thanks Unpacking the Relationship .pdf"
2136,10.1177/01461672211026128,Whose words hurt? Contextual determinants of offensive speech,whose words hurt contextual determinants of offens,23,"M Almagro, IR Hannikainen…",2022,… and Social Psychology …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/01461672211026128,"https://scholar.google.com/scholar?cites=6748042768627835896&as_sdt=2005&sciodt=0,5&hl=en",24,FALSE,NA,23,23,8,3,1,"Tracing the boundaries of freedom of expression is a matter of wide societal and academic import—especially, as these boundaries encroach on the politics of inclusion. Yet, the …",https://www.researchgate.net/profile/Ivar-Hannikainen-2/publication/350819628_Whose_Words_Hurt_Contextual_Determinants_of_Offensive_Speech/links/60b08cea92851c168e48216c/Whose-Words-Hurt-Contextual-Determinants-of-Offensive-Speech.pdf,"https://scholar.google.com/scholar?q=related:-KM0OSXdpV0J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",PSPB,2136,KWLTFPRT,/Users/haleylam/Zotero/storage/UUSSHVPZ/Almagro et al. - 2022 - Whose Words Hurt Contextual Determinants of Offensive Speech.pdf
2137,10.1177/01461672211026129,Cross-cultural perspectives on self-change in close relationships: Evidence from Hong Kong Chinese and European Americans,crosscultural perspectives on selfchange in close,4,"M Joo, BCP Lam, SE Cross, SX Chen…",2022,… Psychology Bulletin,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/01461672211026129,"https://scholar.google.com/scholar?cites=8868165085876599559&as_sdt=2005&sciodt=0,5&hl=en",103,FALSE,NA,4,4,1,5,1,"Three studies examined cultural perceptions of self-change in romantic relationships. In Study 1 (N= 191), Chinese participants perceived hypothetical couples who changed for the …",NA,"https://scholar.google.com/scholar?q=related:Bzsy-SgNEnsJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",PSPB,2137,TPCCFDWR,/Users/haleylam/Zotero/storage/DWZPNCMR/Joo et al. - 2022 - Cross-Cultural Perspectives on Self-Change in Clos.pdf
2138,10.1177/01461672211026130,An investigation of the relationship between cross-race friendships and attraction,an investigation of the relationship between cross,2,"M Thai, AW O'Donnell, RN Turner…",2022,… and Social Psychology …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/01461672211026130,"https://scholar.google.com/scholar?cites=8317848107748459822&as_sdt=2005&sciodt=0,5&hl=en",147,FALSE,NA,2,2,1,4,1,"Four studies investigated the link between cross-race friendships and attraction. In Study 1, White Australian participants (N= 240) who reported friendships with racial outgroup …",https://journals.sagepub.com/doi/pdf/10.1177/01461672211026130,"https://scholar.google.com/scholar?q=related:LoUAvsjubnMJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",PSPB,2138,XJFGY2AK,/Users/haleylam/Zotero/storage/JGVACZDX/Thai et al. - 2022 - An Investigation of the Relationship Between Cross.pdf
2139,10.1177/01461672211027034,Awareness of the psychological bias of naïve realism can increase acceptance of cultural differences,awareness of the psychological bias of naïve reali,7,"L López-Rodríguez, E Halperin…",2022,… Psychology Bulletin,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/01461672211027034,"https://scholar.google.com/scholar?cites=5519706664047650075&as_sdt=2005&sciodt=0,5&hl=en",102,FALSE,NA,7,7,2,3,1,"Acceptance of cultural differences can contribute to diversity. However, naïve realism—the conviction that one's views are objective whereas others' are biased—might hinder …",https://angelgomezresearch.es/wp-content/uploads/2022/09/Awareness-of-the-Psychological-Bias-of-Nai%CC%88ve-Realism-Can-Increase-Acceptance-of-Cultural-Differences-2021.pdf,"https://scholar.google.com/scholar?q=related:G6XqXvfvmUwJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",PSPB,2139,WRQF3P7E,/Users/haleylam/Zotero/storage/J9BAGZUI/López-Rodríguez et al. - 2022 - Awareness of the Psychological Bias of Naïve Reali.pdf
2140,10.1177/01461672211027473,The effect of true self-attributions on the endorsement of retributive and restorative justice,the effect of true selfattributions on the endorse,5,"J Maffly-Kipp, GN Rivera…",2022,… Psychology Bulletin,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/01461672211027473,"https://scholar.google.com/scholar?cites=11957284466958148966&as_sdt=2005&sciodt=0,5&hl=en",98,FALSE,NA,5,5,2,3,1,"We examined how the attribution of criminal behavior to an individual's “true” self influences justice preferences. In Study 1 (N= 521), the extent to which undergraduates attributed a …",NA,"https://scholar.google.com/scholar?q=related:ZiVWy97O8KUJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",PSPB,2140,KNDICQUA,/Users/haleylam/Zotero/storage/N3AKAURK/Maffly-Kipp et al. - 2022 - The Effect of True Self-Attributions on the Endors.pdf
2141,10.1177/01461672211028141,"On the varieties of diversity: ideological variations in attitudes toward, and understandings of diversity",on the varieties of diversity ideological variatio,5,"KA Howard, D Cervone, M Motyl",2022,… Social Psychology Bulletin,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/01461672211028141,"https://scholar.google.com/scholar?cites=786731582715381853&as_sdt=2005&sciodt=0,5&hl=en",92,FALSE,NA,5,5,2,3,1,Three studies explore the possibility that attitudes toward “diversity” are multidimensional rather than unidimensional and that ideological differences in diversity attitudes vary as a …,NA,"https://scholar.google.com/scholar?q=related:XchUyTQI6woJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",PSPB,2141,XM9CGDNG,/Users/haleylam/Zotero/storage/S9468FVV/Howard et al. - 2022 - On the Varieties of Diversity Ideological Variati.pdf
2142,10.1177/01461672211029786,What do we hear in the voice? An open-ended judgment study of emotional speech prosody,what do we hear in the voice an openended judgment,6,"HA Elfenbein, P Laukka, J Althoff…",2022,… Psychology Bulletin,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/01461672211029786,"https://scholar.google.com/scholar?cites=18404123535548366612&as_sdt=2005&sciodt=0,5&hl=en",80,FALSE,NA,6,6,2,4,1,"The current study investigated what can be understood from another person's tone of voice. Participants from five English-speaking nations (Australia, India, Kenya, Singapore, and the …",https://journals.sagepub.com/doi/pdf/10.1177/01461672211029786,"https://scholar.google.com/scholar?q=related:FD_EqtiUaP8J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",PSPB,2142,J5STT6FB,/Users/haleylam/Zotero/storage/K2MCUAFK/Elfenbein et al. - 2022 - What Do We Hear in the Voice An Open-Ended Judgme.pdf
2143,10.1177/01461672211030125,Open to contact? Increased state openness can lead to greater interest in contact with diverse groups,open to contact increased state openness can lead,5,"V Hotchin, K West",2022,Personality and Social Psychology …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/01461672211030125,"https://scholar.google.com/scholar?cites=2111737753166552729&as_sdt=2005&sciodt=0,5&hl=en",93,FALSE,NA,5,5,3,2,1,"Contact is a reliable method of prejudice reduction. However, individuals higher in prejudice are less interested in contact with diverse groups. This research investigates a novel method …",https://journals.sagepub.com/doi/pdf/10.1177/01461672211030125,"https://scholar.google.com/scholar?q=related:mR5GTExmTh0J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",PSPB,2143,QDRFHAV5,/Users/haleylam/Zotero/storage/BIWMXEGC/Hotchin and West - 2022 - Open to Contact Increased State Openness Can Lead.pdf
2144,10.1177/01461672211030383,"Contrasting effects of finding meaning and searching for meaning, and political orientation and religiosity, on feelings and behaviors during the COVID-19 pandemic",contrasting effects of finding meaning and searchi,20,"DB Newman, S Schneider…",2022,… and Social Psychology …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/01461672211030383,"https://scholar.google.com/scholar?cites=1036824991063938109&as_sdt=2005&sciodt=0,5&hl=en",15,FALSE,NA,20,20,7,3,1,"Perceiving life as meaningful can buffer against negative experiences, whereas searching for meaning in life is often associated with negative outcomes. We examined how these …",https://www.davidbenjaminnewman.com/uploads/1/3/2/7/132771163/newman_schneider___stone__in_press_._meaning_in_life_and_covid-19_pandemic.pdf,"https://scholar.google.com/scholar?q=related:PRSdBtaKYw4J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",PSPB,2144,BW37IB64,/Users/haleylam/Zotero/storage/PUWNF5RP/Newman et al. - 2022 - Contrasting Effects of Finding Meaning and Searchi.pdf
2145,10.1177/01461672211030391,Diversity initiatives and white Americans' perceptions of racial victimhood,diversity initiatives and white americans percepti,28,"CR Kaiser, TL Dover, P Small, G Xia…",2022,… Psychology Bulletin,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/01461672211030391,"https://scholar.google.com/scholar?cites=8306079226138183830&as_sdt=2005&sciodt=0,5&hl=en",7,FALSE,NA,28,28,6,5,1,Seven experiments explore whether organizational diversity initiatives heighten White Americans' concerns about the respect and value afforded toward their racial group and …,https://journals.sagepub.com/doi/pdf/10.1177/01461672211030391,"https://scholar.google.com/scholar?q=related:lsg3dgwfRXMJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",PSPB,2145,5VEKF449,/Users/haleylam/Zotero/storage/WJ7FD6RX/Kaiser et al. - 2022 - Diversity Initiatives and White Americans’ Percept.pdf
2146,10.1177/01461672211030811,Evaluating research in personality and social psychology: Considerations of statistical power and concerns about false findings,evaluating research in personality and social psyc,15,"DT Wegener, LR Fabrigar, J Pek…",2022,… Psychology Bulletin,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/01461672211030811,"https://scholar.google.com/scholar?cites=847612106564553513&as_sdt=2005&sciodt=0,5&hl=en",43,FALSE,NA,15,15,4,4,1,"Traditionally, statistical power was viewed as relevant to research planning but not evaluation of completed research. However, following discussions of high false finding rates …",https://www.researchgate.net/profile/Jolynn-Pek/publication/352755569_Evaluating_Research_in_Personality_and_Social_Psychology_Considerations_of_Statistical_Power_and_Concerns_About_False_Findings/links/60d691a192851ca94487fad1/Evaluating-Research-in-Personality-and-Social-Psychology-Considerations-of-Statistical-Power-and-Concerns-About-False-Findings.pdf,"https://scholar.google.com/scholar?q=related:KcsZV7hSwwsJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",PSPB,2146,34JIWH6E,/Users/haleylam/Zotero/storage/NUE95LFA/Wegener et al. - 2022 - Evaluating Research in Personality and Social Psyc.pdf
2147,10.1177/01461672211030816,A polarized discourse: Effects of opinion differentiation and structural differentiation on communication,a polarized discourse effects of opinion different,14,"N Koudenburg, Y Kashima",2022,… and Social Psychology Bulletin,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/01461672211030816,"https://scholar.google.com/scholar?cites=14427555901444140542&as_sdt=2005&sciodt=0,5&hl=en",48,FALSE,NA,14,14,7,2,1,"In Western societies, many polarized debates extend beyond the area of opinions, having consequences for social structures within society. Such segmentation of society into opinion …",https://journals.sagepub.com/doi/pdf/10.1177/01461672211030816,"https://scholar.google.com/scholar?q=related:_i2r4qb5OMgJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",PSPB,2147,SRBC4DRP,/Users/haleylam/Zotero/storage/CAYYY7JD/Koudenburg and Kashima - 2022 - A Polarized Discourse Effects of Opinion Differen.pdf
2148,10.1177/01461672211031080,You and I both: Self-compassion reduces self–other differences in evaluation of showing vulnerability,you and i both selfcompassion reduces selfother di,7,"A Bruk, SG Scholl, H Bless",2022,… and Social Psychology Bulletin,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/01461672211031080,"https://scholar.google.com/scholar?cites=16803749794937613100&as_sdt=2005&sciodt=0,5&hl=en",61,FALSE,NA,7,7,2,3,1,"People tend to be overly critical of their own displays of vulnerability, whereas observers evaluate others' showing of vulnerability rather positively (beautiful mess effect). We propose …",https://journals.sagepub.com/doi/pdf/10.1177/01461672211031080,"https://scholar.google.com/scholar?q=related:LKvMjWjpMukJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022",PSPB,2148,JK9HYM9V,/Users/haleylam/Zotero/storage/KSXNKH8X/Bruk et al. - 2022 - You and I Both Self-Compassion Reduces Self–Other.pdf
